,year,unitid,institution_name,city_txt,state_cd,zip_text,classification_code,classification_name,ef_male_count,ef_female_count,ef_total_count,sector_cd,sector_name,sportscode,sum_partic_men,sum_partic_women,rev_men,rev_women,total_rev_menwomen,exp_men,exp_women,total_exp_menwomen,sports
8656,2015,181446,Nebraska Wesleyan University,Lincoln,NE,685042794,6,NCAA Division III with football,641,846,1487,2,"Private nonprofit, 4-year or above",7,117,0,243994,NA,243994,240748,NA,240748,Football
26088,2016,181446,Nebraska Wesleyan University,Lincoln,NE,68504,6,NCAA Division III with football,712,857,1569,2,"Private nonprofit, 4-year or above",7,121,0,270541,NA,270541,250971,NA,250971,Football
43583,2017,181446,Nebraska Wesleyan University,Lincoln,NE,68504,6,NCAA Division III with football,655,891,1546,2,"Private nonprofit, 4-year or above",7,106,0,270986,NA,270986,270739,NA,270739,Football
61300,2018,181446,Nebraska Wesleyan University,Lincoln,NE,68504,6,NCAA Division III with football,701,968,1669,2,"Private nonprofit, 4-year or above",7,93,0,314954,NA,314954,314954,NA,314954,Football
100863,2019,181446,Nebraska Wesleyan University,Lincoln,NE,68504,6,NCAA Division III with football,720,972,1692,2,"Private nonprofit, 4-year or above",7,120,0,318718,NA,318718,288908,NA,288908,Football
9298,2015,187897,New Mexico Highlands University,Las Vegas,NM,87701,4,NCAA Division II with football,656,815,1471,1,"Public, 4-year or above",7,90,0,771047,NA,771047,771047,NA,771047,Football
26719,2016,187897,New Mexico Highlands University,Las Vegas,NM,87701,4,NCAA Division II with football,643,819,1462,1,"Public, 4-year or above",7,72,0,756504,NA,756504,756504,NA,756504,Football
44214,2017,187897,New Mexico Highlands University,Las Vegas,NM,87701,4,NCAA Division II with football,564,746,1310,1,"Public, 4-year or above",7,85,0,819362,NA,819362,819362,NA,819362,Football
61936,2018,187897,New Mexico Highlands University,Las Vegas,NM,87701,4,NCAA Division II with football,531,701,1232,1,"Public, 4-year or above",7,104,0,942749,NA,942749,942749,NA,942749,Football
102957,2019,187897,New Mexico Highlands University,Las Vegas,NM,87701,4,NCAA Division II with football,509,673,1182,1,"Public, 4-year or above",7,91,0,945906,NA,945906,945906,NA,945906,Football
9331,2015,188030,New Mexico State University-Main Campus,Las Cruces,NM,880038001,1,NCAA Division I-FBS,4899,5399,10298,1,"Public, 4-year or above",7,108,0,7141189,NA,7141189,7141189,NA,7141189,Football
26752,2016,188030,New Mexico State University-Main Campus,Las Cruces,NM,88003,1,NCAA Division I-FBS,4609,5216,9825,1,"Public, 4-year or above",7,108,0,6184956,NA,6184956,6184956,NA,6184956,Football
44247,2017,188030,New Mexico State University-Main Campus,Las Cruces,NM,88003,1,NCAA Division I-FBS,4394,5267,9661,1,"Public, 4-year or above",7,112,0,7563062,NA,7563062,7563062,NA,7563062,Football
61969,2018,188030,New Mexico State University-Main Campus,Las Cruces,NM,88003,1,NCAA Division I-FBS,4329,5355,9684,1,"Public, 4-year or above",7,114,0,8565863,NA,8565863,8565863,NA,8565863,Football
103081,2019,188030,New Mexico State University-Main Campus,Las Cruces,NM,88003,1,NCAA Division I-FBS,4228,5480,9708,1,"Public, 4-year or above",7,120,0,9228333,NA,9228333,9228333,NA,9228333,Football
14056,2015,218414,Newberry College,Newberry,SC,29108,4,NCAA Division II with football,558,473,1031,2,"Private nonprofit, 4-year or above",7,185,0,1562201,NA,1562201,1562201,NA,1562201,Football
31512,2016,218414,Newberry College,Newberry,SC,29108,4,NCAA Division II with football,565,487,1052,2,"Private nonprofit, 4-year or above",7,187,0,1491757,NA,1491757,1491757,NA,1491757,Football
49026,2017,218414,Newberry College,Newberry,SC,29108,4,NCAA Division II with football,650,508,1158,2,"Private nonprofit, 4-year or above",7,190,0,1507038,NA,1507038,1507038,NA,1507038,Football
66785,2018,218414,Newberry College,Newberry,SC,29108,4,NCAA Division II with football,684,506,1190,2,"Private nonprofit, 4-year or above",7,198,0,1653927,NA,1653927,1653927,NA,1653927,Football
118966,2019,218414,Newberry College,Newberry,SC,29108,4,NCAA Division II with football,705,520,1225,2,"Private nonprofit, 4-year or above",7,197,0,1609391,NA,1609391,1681489,NA,1681489,Football
5816,2015,159966,Nicholls State University,Thibodaux,LA,70310,2,NCAA Division I-FCS,1701,2875,4576,1,"Public, 4-year or above",7,108,0,2492434,NA,2492434,2240060,NA,2240060,Football
23200,2016,159966,Nicholls State University,Thibodaux,LA,70301,2,NCAA Division I-FCS,1673,2912,4585,1,"Public, 4-year or above",7,110,0,2424842,NA,2424842,2234771,NA,2234771,Football
40698,2017,159966,Nicholls State University,Thibodaux,LA,70310,2,NCAA Division I-FCS,1713,2946,4659,1,"Public, 4-year or above",7,114,0,2543505,NA,2543505,2466781,NA,2466781,Football
58382,2018,159966,Nicholls State University,Thibodaux,LA,70301,2,NCAA Division I-FCS,1797,3094,4891,1,"Public, 4-year or above",7,132,0,3076871,NA,3076871,2967630,NA,2967630,Football
91008,2019,159966,Nicholls State University,Thibodaux,LA,70301,2,NCAA Division I-FCS,1814,3157,4971,1,"Public, 4-year or above",7,117,0,3293305,NA,3293305,3021632,NA,3021632,Football
6746,2015,167260,Nichols College,Dudley,MA,15715000,6,NCAA Division III with football,742,410,1152,2,"Private nonprofit, 4-year or above",7,68,0,399967,NA,399967,393743,NA,393743,Football
24131,2016,167260,Nichols College,Dudley,MA,1571,6,NCAA Division III with football,716,443,1159,2,"Private nonprofit, 4-year or above",7,83,0,417998,NA,417998,422172,NA,422172,Football
41631,2017,167260,Nichols College,Dudley,MA,1571,6,NCAA Division III with football,787,445,1232,2,"Private nonprofit, 4-year or above",7,101,0,408686,NA,408686,408686,NA,408686,Football
59321,2018,167260,Nichols College,Dudley,MA,1571,6,NCAA Division III with football,772,450,1222,2,"Private nonprofit, 4-year or above",7,101,0,435728,NA,435728,396123,NA,396123,Football
93995,2019,167260,Nichols College,Dudley,MA,1571,6,NCAA Division III with football,779,438,1217,2,"Private nonprofit, 4-year or above",7,109,0,422833,NA,422833,422826,NA,422826,Football
15764,2015,232937,Norfolk State University,Norfolk,VA,235048000,2,NCAA Division I-FCS,1451,2287,3738,1,"Public, 4-year or above",7,95,0,2548128,NA,2548128,2548128,NA,2548128,Football
33238,2016,232937,Norfolk State University,Norfolk,VA,23504,2,NCAA Division I-FCS,1493,2507,4000,1,"Public, 4-year or above",7,92,0,2958047,NA,2958047,2958047,NA,2958047,Football
50781,2017,232937,Norfolk State University,Norfolk,VA,23504,2,NCAA Division I-FCS,1477,2533,4010,1,"Public, 4-year or above",7,89,0,3080560,NA,3080560,3080560,NA,3080560,Football
68527,2018,232937,Norfolk State University,Norfolk,VA,23504,2,NCAA Division I-FCS,1462,2671,4133,1,"Public, 4-year or above",7,89,0,3259352,NA,3259352,3259352,NA,3259352,Football
125830,2019,232937,Norfolk State University,Norfolk,VA,23504,2,NCAA Division I-FCS,1568,3002,4570,1,"Public, 4-year or above",7,89,0,3470073,NA,3470073,3470073,NA,3470073,Football
11062,2015,199102,North Carolina A & T State University,Greensboro,NC,27411,2,NCAA Division I-FCS,3769,4607,8376,1,"Public, 4-year or above",7,124,0,2957654,NA,2957654,2954798,NA,2954798,Football
28501,2016,199102,North Carolina A & T State University,Greensboro,NC,27411,2,NCAA Division I-FCS,3827,4830,8657,1,"Public, 4-year or above",7,117,0,3394102,NA,3394102,3394694,NA,3394694,Football
45994,2017,199102,North Carolina A & T State University,Greensboro,NC,27411,2,NCAA Division I-FCS,3982,5281,9263,1,"Public, 4-year or above",7,75,0,3462446,NA,3462446,3462446,NA,3462446,Football
63714,2018,199102,North Carolina A & T State University,Greensboro,NC,27411,2,NCAA Division I-FCS,4053,5460,9513,1,"Public, 4-year or above",7,107,0,5609344,NA,5609344,5608551,NA,5608551,Football
108695,2019,199102,North Carolina A & T State University,Greensboro,NC,27411,2,NCAA Division I-FCS,4057,5869,9926,1,"Public, 4-year or above",7,111,0,3467102,NA,3467102,3493647,NA,3493647,Football
11111,2015,199157,North Carolina Central University,Durham,NC,27707,2,NCAA Division I-FCS,1754,3367,5121,1,"Public, 4-year or above",7,143,0,3589028,NA,3589028,3587178,NA,3587178,Football
28551,2016,199157,North Carolina Central University,Durham,NC,27707,2,NCAA Division I-FCS,1827,3411,5238,1,"Public, 4-year or above",7,114,0,5110609,NA,5110609,4193719,NA,4193719,Football
46044,2017,199157,North Carolina Central University,Durham,NC,27707,1,NCAA Division I-FBS,1805,3471,5276,1,"Public, 4-year or above",7,128,0,4012412,NA,4012412,4012412,NA,4012412,Football
63764,2018,199157,North Carolina Central University,Durham,NC,27707,2,NCAA Division I-FCS,1706,3531,5237,1,"Public, 4-year or above",7,104,0,3936515,NA,3936515,3936515,NA,3936515,Football
108882,2019,199157,North Carolina Central University,Durham,NC,27707,2,NCAA Division I-FCS,1547,3319,4866,1,"Public, 4-year or above",7,134,0,4433389,NA,4433389,4433389,NA,4433389,Football
11119,2015,199193,North Carolina State University at Raleigh,Raleigh,NC,276957001,1,NCAA Division I-FBS,11411,9483,20894,1,"Public, 4-year or above",7,118,0,39539832,NA,39539832,19194988,NA,19194988,Football
28559,2016,199193,North Carolina State University at Raleigh,Raleigh,NC,27695,1,NCAA Division I-FBS,11323,9495,20818,1,"Public, 4-year or above",7,115,0,43165259,NA,43165259,20866002,NA,20866002,Football
46052,2017,199193,North Carolina State University at Raleigh,Raleigh,NC,27695,1,NCAA Division I-FBS,11506,9734,21240,1,"Public, 4-year or above",7,115,0,45214291,NA,45214291,21321620,NA,21321620,Football
63772,2018,199193,North Carolina State University at Raleigh,Raleigh,NC,27695,1,NCAA Division I-FBS,11695,10438,22133,1,"Public, 4-year or above",7,116,0,45701857,NA,45701857,23334366,NA,23334366,Football
108893,2019,199193,North Carolina State University at Raleigh,Raleigh,NC,27695,1,NCAA Division I-FBS,11777,10845,22622,1,"Public, 4-year or above",7,118,0,47562641,NA,47562641,23330277,NA,23330277,Football
11131,2015,199209,North Carolina Wesleyan College,Rocky Mount,NC,27804,6,NCAA Division III with football,751,972,1723,2,"Private nonprofit, 4-year or above",7,160,0,567835,NA,567835,428100,NA,428100,Football
28571,2016,199209,North Carolina Wesleyan College,Rocky Mount,NC,27804,6,NCAA Division III with football,757,1026,1783,2,"Private nonprofit, 4-year or above",7,163,0,497878,NA,497878,495242,NA,495242,Football
46064,2017,199209,North Carolina Wesleyan College,Rocky Mount,NC,27804,6,NCAA Division III with football,762,992,1754,2,"Private nonprofit, 4-year or above",7,150,0,658699,NA,658699,658699,NA,658699,Football
63784,2018,199209,North Carolina Wesleyan College,Rocky Mount,NC,27804,6,NCAA Division III with football,777,899,1676,2,"Private nonprofit, 4-year or above",7,162,0,632387,NA,632387,632387,NA,632387,Football
108928,2019,199209,North Carolina Wesleyan College,Rocky Mount,NC,27804,6,NCAA Division III with football,705,895,1600,2,"Private nonprofit, 4-year or above",7,164,0,593810,NA,593810,593810,NA,593810,Football
4040,2015,147660,North Central College,Naperville,IL,60540,6,NCAA Division III with football,1186,1388,2574,2,"Private nonprofit, 4-year or above",7,132,0,626975,NA,626975,594042,NA,594042,Football
21416,2016,147660,North Central College,Naperville,IL,60540,6,NCAA Division III with football,1178,1356,2534,2,"Private nonprofit, 4-year or above",7,132,0,676125,NA,676125,634170,NA,634170,Football
38882,2017,147660,North Central College,Naperville,IL,60540,6,NCAA Division III with football,1194,1431,2625,2,"Private nonprofit, 4-year or above",7,115,0,760167,NA,760167,659067,NA,659067,Football
56543,2018,147660,North Central College,Naperville,IL,60540,6,NCAA Division III with football,1196,1393,2589,2,"Private nonprofit, 4-year or above",7,114,0,782089,NA,782089,694276,NA,694276,Football
84956,2019,147660,North Central College,Naperville,IL,60540,6,NCAA Division III with football,1176,1354,2530,2,"Private nonprofit, 4-year or above",7,134,0,904356,NA,904356,832001,NA,832001,Football
11369,2015,200332,North Dakota State University-Main Campus,Fargo,ND,581086050,2,NCAA Division I-FCS,5950,4699,10649,1,"Public, 4-year or above",7,113,0,4647923,NA,4647923,4647923,NA,4647923,Football
28807,2016,200332,North Dakota State University-Main Campus,Fargo,ND,58108,2,NCAA Division I-FCS,5942,4689,10631,1,"Public, 4-year or above",7,113,0,5722585,NA,5722585,5281392,NA,5281392,Football
46309,2017,200332,North Dakota State University-Main Campus,Fargo,ND,58108,2,NCAA Division I-FCS,5941,4796,10737,1,"Public, 4-year or above",7,123,0,5694549,NA,5694549,5694549,NA,5694549,Football
64029,2018,200332,North Dakota State University-Main Campus,Fargo,ND,58108,2,NCAA Division I-FCS,5735,4463,10198,1,"Public, 4-year or above",7,122,0,6048728,NA,6048728,6048728,NA,6048728,Football
109884,2019,200332,North Dakota State University-Main Campus,Fargo,ND,58108,2,NCAA Division I-FCS,5284,4314,9598,1,"Public, 4-year or above",7,117,0,5914804,NA,5914804,5914804,NA,5914804,Football
14068,2015,218441,North Greenville University,Tigerville,SC,296881892,4,NCAA Division II with football,1091,970,2061,2,"Private nonprofit, 4-year or above",7,97,0,1145283,NA,1145283,1142859,NA,1142859,Football
31525,2016,218441,North Greenville University,Tigerville,SC,29688,4,NCAA Division II with football,1001,924,1925,2,"Private nonprofit, 4-year or above",7,100,0,1357136,NA,1357136,1282649,NA,1282649,Football
49037,2017,218441,North Greenville University,Tigerville,SC,29688,4,NCAA Division II with football,1046,1033,2079,2,"Private nonprofit, 4-year or above",7,101,0,1407905,NA,1407905,1341500,NA,1341500,Football
66799,2018,218441,North Greenville University,Tigerville,SC,29688,4,NCAA Division II with football,951,975,1926,2,"Private nonprofit, 4-year or above",7,104,0,1891266,NA,1891266,1447250,NA,1447250,Football
118977,2019,218441,North Greenville University,Tigerville,SC,29688,4,NCAA Division II with football,839,919,1758,2,"Private nonprofit, 4-year or above",7,100,0,1544350,NA,1544350,1441127,NA,1441127,Football
4055,2015,147679,North Park University,Chicago,IL,606254895,6,NCAA Division III with football,699,1168,1867,2,"Private nonprofit, 4-year or above",7,100,0,469269,NA,469269,469269,NA,469269,Football
21432,2016,147679,North Park University,Chicago,IL,60625,6,NCAA Division III with football,710,1174,1884,2,"Private nonprofit, 4-year or above",7,107,0,475315,NA,475315,475315,NA,475315,Football
38899,2017,147679,North Park University,Chicago,IL,60625,6,NCAA Division III with football,681,1131,1812,2,"Private nonprofit, 4-year or above",7,97,0,493703,NA,493703,493703,NA,493703,Football
56560,2018,147679,North Park University,Chicago,IL,60625,6,NCAA Division III with football,691,1090,1781,2,"Private nonprofit, 4-year or above",7,92,0,485843,NA,485843,485843,NA,485843,Football
84976,2019,147679,North Park University,Chicago,IL,60625,6,NCAA Division III with football,669,1054,1723,2,"Private nonprofit, 4-year or above",7,82,0,509366,NA,509366,509366,NA,509366,Football
12113,2015,207263,Northeastern State University,Tahlequah,OK,744642399,4,NCAA Division II with football,2015,2949,4964,1,"Public, 4-year or above",7,96,0,1338673,NA,1338673,1338673,NA,1338673,Football
29552,2016,207263,Northeastern State University,Tahlequah,OK,74464,4,NCAA Division II with football,2024,2819,4843,1,"Public, 4-year or above",7,105,0,1257282,NA,1257282,1257282,NA,1257282,Football
47058,2017,207263,Northeastern State University,Tahlequah,OK,74464,4,NCAA Division II with football,1979,2768,4747,1,"Public, 4-year or above",7,108,0,1622370,NA,1622370,1622370,NA,1622370,Football
64799,2018,207263,Northeastern State University,Tahlequah,OK,74464,4,NCAA Division II with football,1907,2723,4630,1,"Public, 4-year or above",7,100,0,1552371,NA,1552371,1552371,NA,1552371,Football
112531,2019,207263,Northeastern State University,Tahlequah,OK,74464,4,NCAA Division II with football,1724,2610,4334,1,"Public, 4-year or above",7,101,0,1614776,NA,1614776,1614776,NA,1614776,Football
410,2015,105330,Northern Arizona University,Flagstaff,AZ,860114092,2,NCAA Division I-FCS,8485,11872,20357,1,"Public, 4-year or above",7,98,0,3979369,NA,3979369,3979369,NA,3979369,Football
17754,2016,105330,Northern Arizona University,Flagstaff,AZ,86011,2,NCAA Division I-FCS,8891,12599,21490,1,"Public, 4-year or above",7,99,0,4277876,NA,4277876,4277876,NA,4277876,Football
35170,2017,105330,Northern Arizona University,Flagstaff,AZ,86011,2,NCAA Division I-FCS,8935,13055,21990,1,"Public, 4-year or above",7,107,0,4318981,NA,4318981,4318981,NA,4318981,Football
52797,2018,105330,Northern Arizona University,Flagstaff,AZ,86011,2,NCAA Division I-FCS,8498,13387,21885,1,"Public, 4-year or above",7,115,0,5002914,NA,5002914,5002914,NA,5002914,Football
72012,2019,105330,Northern Arizona University,Flagstaff,AZ,86011,2,NCAA Division I-FCS,8283,13447,21730,1,"Public, 4-year or above",7,122,0,5126170,NA,5126170,5126170,NA,5126170,Football
4065,2015,147703,Northern Illinois University,Dekalb,IL,601152828,1,NCAA Division I-FBS,6689,6473,13162,1,"Public, 4-year or above",7,114,0,9202985,NA,9202985,9202985,NA,9202985,Football
21442,2016,147703,Northern Illinois University,Dekalb,IL,60115,1,NCAA Division I-FBS,6188,6135,12323,1,"Public, 4-year or above",7,113,0,8035152,NA,8035152,8035152,NA,8035152,Football
38909,2017,147703,Northern Illinois University,Dekalb,IL,60115,1,NCAA Division I-FBS,5835,5951,11786,1,"Public, 4-year or above",7,104,0,8610948,NA,8610948,8610948,NA,8610948,Football
56570,2018,147703,Northern Illinois University,Dekalb,IL,60115,1,NCAA Division I-FBS,5511,5673,11184,1,"Public, 4-year or above",7,108,0,8386474,NA,8386474,8386474,NA,8386474,Football
85014,2019,147703,Northern Illinois University,Dekalb,IL,60115,1,NCAA Division I-FBS,5071,5494,10565,1,"Public, 4-year or above",7,109,0,7438508,NA,7438508,7438508,NA,7438508,Football
7340,2015,171456,Northern Michigan University,Marquette,MI,49855,4,NCAA Division II with football,2975,3626,6601,1,"Public, 4-year or above",7,98,0,1897823,NA,1897823,1897821,NA,1897821,Football
24747,2016,171456,Northern Michigan University,Marquette,MI,49855,4,NCAA Division II with football,2874,3380,6254,1,"Public, 4-year or above",7,106,0,2192560,NA,2192560,2059755,NA,2059755,Football
42245,2017,171456,Northern Michigan University,Marquette,MI,49855,4,NCAA Division II with football,2837,3349,6186,1,"Public, 4-year or above",7,100,0,2044908,NA,2044908,2044908,NA,2044908,Football
59950,2018,171456,Northern Michigan University,Marquette,MI,49855,4,NCAA Division II with football,2778,3391,6169,1,"Public, 4-year or above",7,100,0,2119397,NA,2119397,2099092,NA,2099092,Football
95936,2019,171456,Northern Michigan University,Marquette,MI,49855,4,NCAA Division II with football,2761,3419,6180,1,"Public, 4-year or above",7,100,0,2162079,NA,2162079,2117375,NA,2117375,Football
14221,2015,219259,Northern State University,Aberdeen,SD,574017198,4,NCAA Division II with football,573,692,1265,1,"Public, 4-year or above",7,105,0,1060066,NA,1060066,1172807,NA,1172807,Football
31681,2016,219259,Northern State University,Aberdeen,SD,57401,4,NCAA Division II with football,588,730,1318,1,"Public, 4-year or above",7,107,0,1110218,NA,1110218,1267267,NA,1267267,Football
49198,2017,219259,Northern State University,Aberdeen,SD,57401,4,NCAA Division II with football,564,686,1250,1,"Public, 4-year or above",7,115,0,1410042,NA,1410042,1340754,NA,1340754,Football
66964,2018,219259,Northern State University,Aberdeen,SD,57401,4,NCAA Division II with football,558,688,1246,1,"Public, 4-year or above",7,103,0,1221897,NA,1221897,1406674,NA,1406674,Football
119661,2019,219259,Northern State University,Aberdeen,SD,57401,4,NCAA Division II with football,521,654,1175,1,"Public, 4-year or above",7,117,0,1526149,NA,1526149,1739269,NA,1739269,Football
8324,2015,178624,Northwest Missouri State University,Maryville,MO,644686001,4,NCAA Division II with football,2106,2832,4938,1,"Public, 4-year or above",7,120,0,3031710,NA,3031710,3031710,NA,3031710,Football
25755,2016,178624,Northwest Missouri State University,Maryville,MO,64468,4,NCAA Division II with football,2074,2807,4881,1,"Public, 4-year or above",7,127,0,3666982,NA,3666982,3666982,NA,3666982,Football
43245,2017,178624,Northwest Missouri State University,Maryville,MO,64468,4,NCAA Division II with football,2014,2754,4768,1,"Public, 4-year or above",7,126,0,2468889,NA,2468889,2468889,NA,2468889,Football
60964,2018,178624,Northwest Missouri State University,Maryville,MO,64468,4,NCAA Division II with football,2100,2799,4899,1,"Public, 4-year or above",7,132,0,2603760,NA,2603760,2603760,NA,2603760,Football
99514,2019,178624,Northwest Missouri State University,Maryville,MO,64468,4,NCAA Division II with football,2094,2832,4926,1,"Public, 4-year or above",7,141,0,2550256,NA,2550256,2550256,NA,2550256,Football
12133,2015,207306,Northwestern Oklahoma State University,Alva,OK,737172799,4,NCAA Division II with football,649,739,1388,1,"Public, 4-year or above",7,151,0,995399,NA,995399,952216,NA,952216,Football
29572,2016,207306,Northwestern Oklahoma State University,Alva,OK,73717,4,NCAA Division II with football,627,796,1423,1,"Public, 4-year or above",7,123,0,947146,NA,947146,940494,NA,940494,Football
47078,2017,207306,Northwestern Oklahoma State University,Alva,OK,73717,4,NCAA Division II with football,573,755,1328,1,"Public, 4-year or above",7,140,0,1020352,NA,1020352,1020352,NA,1020352,Football
64819,2018,207306,Northwestern Oklahoma State University,Alva,OK,73717,4,NCAA Division II with football,609,821,1430,1,"Public, 4-year or above",7,156,0,1102065,NA,1102065,1118460,NA,1118460,Football
112582,2019,207306,Northwestern Oklahoma State University,Alva,OK,73717,4,NCAA Division II with football,566,809,1375,1,"Public, 4-year or above",7,143,0,1047172,NA,1047172,1047050,NA,1047050,Football
5836,2015,160038,Northwestern State University of Louisiana,Natchitoches,LA,714970002,2,NCAA Division I-FCS,1738,3278,5016,1,"Public, 4-year or above",7,123,0,3035971,NA,3035971,3035971,NA,3035971,Football
23220,2016,160038,Northwestern State University of Louisiana,Natchitoches,LA,71497,2,NCAA Division I-FCS,1736,3446,5182,1,"Public, 4-year or above",7,123,0,3114629,NA,3114629,3114629,NA,3114629,Football
40718,2017,160038,Northwestern State University of Louisiana,Natchitoches,LA,71497,2,NCAA Division I-FCS,1798,3598,5396,1,"Public, 4-year or above",7,123,0,3179515,NA,3179515,3179515,NA,3179515,Football
58402,2018,160038,Northwestern State University of Louisiana,Natchitoches,LA,71497,2,NCAA Division I-FCS,1933,4249,6182,1,"Public, 4-year or above",7,122,0,3097450,NA,3097450,3097450,NA,3097450,Football
91059,2019,160038,Northwestern State University of Louisiana,Natchitoches,LA,71497,2,NCAA Division I-FCS,1844,4352,6196,1,"Public, 4-year or above",7,123,0,3215568,NA,3215568,3215570,NA,3215570,Football
4077,2015,147767,Northwestern University,Evanston,IL,60208,1,NCAA Division I-FBS,4124,4092,8216,2,"Private nonprofit, 4-year or above",7,107,0,36212907,NA,36212907,24629741,NA,24629741,Football
21454,2016,147767,Northwestern University,Evanston,IL,60208,1,NCAA Division I-FBS,4123,4126,8249,2,"Private nonprofit, 4-year or above",7,103,0,38681564,NA,38681564,26751803,NA,26751803,Football
38921,2017,147767,Northwestern University,Evanston,IL,60208,1,NCAA Division I-FBS,4047,4120,8167,2,"Private nonprofit, 4-year or above",7,115,0,49703674,NA,49703674,30031305,NA,30031305,Football
56582,2018,147767,Northwestern University,Evanston,IL,60208,1,NCAA Division I-FBS,3999,4131,8130,2,"Private nonprofit, 4-year or above",7,118,0,63246903,NA,63246903,32136417,NA,32136417,Football
85052,2019,147767,Northwestern University,Evanston,IL,60208,1,NCAA Division I-FBS,4028,4216,8244,2,"Private nonprofit, 4-year or above",7,115,0,59510410,NA,59510410,33092234,NA,33092234,Football
24761,2016,171492,Northwood University,Midland,MI,48640,4,NCAA Division II with football,1160,787,1947,2,"Private nonprofit, 4-year or above",7,133,0,1826458,NA,1826458,1826458,NA,1826458,Football
42259,2017,171492,Northwood University,Midland,MI,48640,4,NCAA Division II with football,1055,719,1774,2,"Private nonprofit, 4-year or above",7,136,0,1979510,NA,1979510,1979510,NA,1979510,Football
59964,2018,171492,Northwood University,Midland,MI,48640,4,NCAA Division II with football,1013,669,1682,2,"Private nonprofit, 4-year or above",7,127,0,2079188,NA,2079188,2079188,NA,2079188,Football
95953,2019,171492,Northwood University,Midland,MI,48640,4,NCAA Division II with football,945,592,1537,2,"Private nonprofit, 4-year or above",7,108,0,2079778,NA,2079778,2079778,NA,2079778,Football
7353,2015,171492,Northwood University-Michigan,Midland,MI,486402398,4,NCAA Division II with football,1094,734,1828,2,"Private nonprofit, 4-year or above",7,152,0,1900212,NA,1900212,1900212,NA,1900212,Football
15517,2015,230995,Norwich University,Northfield,VT,56631035,6,NCAA Division III with football,1698,565,2263,2,"Private nonprofit, 4-year or above",7,115,0,592488,NA,592488,592488,NA,592488,Football
32985,2016,230995,Norwich University,Northfield,VT,5663,6,NCAA Division III with football,1839,606,2445,2,"Private nonprofit, 4-year or above",7,126,0,544166,NA,544166,544166,NA,544166,Football
50517,2017,230995,Norwich University,Northfield,VT,5663,6,NCAA Division III with football,1839,673,2512,2,"Private nonprofit, 4-year or above",7,113,0,528702,NA,528702,528702,NA,528702,Football
68278,2018,230995,Norwich University,Northfield,VT,5663,6,NCAA Division III with football,1855,695,2550,2,"Private nonprofit, 4-year or above",7,118,0,579502,NA,579502,579502,NA,579502,Football
125067,2019,230995,Norwich University,Northfield,VT,5663,6,NCAA Division III with football,1883,719,2602,2,"Private nonprofit, 4-year or above",7,121,0,607292,NA,607292,607292,NA,607292,Football
11757,2015,204468,Notre Dame College,Cleveland,OH,441214293,4,NCAA Division II with football,726,640,1366,2,"Private nonprofit, 4-year or above",7,144,0,1554513,NA,1554513,1554513,NA,1554513,Football
29200,2016,204468,Notre Dame College,Cleveland,OH,44121,4,NCAA Division II with football,672,575,1247,2,"Private nonprofit, 4-year or above",7,119,0,1581810,NA,1581810,1581810,NA,1581810,Football
46702,2017,204468,Notre Dame College,Cleveland,OH,44121,4,NCAA Division II with football,650,559,1209,2,"Private nonprofit, 4-year or above",7,138,0,1360542,NA,1360542,1360542,NA,1360542,Football
64436,2018,204468,Notre Dame College,Cleveland,OH,44121,4,NCAA Division II with football,609,542,1151,2,"Private nonprofit, 4-year or above",7,124,0,1354698,NA,1354698,1354698,NA,1354698,Football
111293,2019,204468,Notre Dame College,Cleveland,OH,44121,4,NCAA Division II with football,579,538,1117,2,"Private nonprofit, 4-year or above",7,129,0,1508887,NA,1508887,1508887,NA,1508887,Football
11779,2015,204501,Oberlin College,Oberlin,OH,44074,6,NCAA Division III with football,1284,1611,2895,2,"Private nonprofit, 4-year or above",7,55,0,416711,NA,416711,399570,NA,399570,Football
29224,2016,204501,Oberlin College,Oberlin,OH,44074,6,NCAA Division III with football,1243,1626,2869,2,"Private nonprofit, 4-year or above",7,55,0,378193,NA,378193,367897,NA,367897,Football
46725,2017,204501,Oberlin College,Oberlin,OH,44074,6,NCAA Division III with football,1183,1607,2790,2,"Private nonprofit, 4-year or above",7,58,0,378787,NA,378787,380547,NA,380547,Football
64458,2018,204501,Oberlin College,Oberlin,OH,44074,6,NCAA Division III with football,1178,1580,2758,2,"Private nonprofit, 4-year or above",7,39,0,356959,NA,356959,388796,NA,388796,Football
111369,2019,204501,Oberlin College,Oberlin,OH,44074,6,NCAA Division III with football,1170,1652,2822,2,"Private nonprofit, 4-year or above",7,45,0,339470,NA,339470,294027,NA,294027,Football
1584,2015,120254,Occidental College,Los Angeles,CA,900413392,6,NCAA Division III with football,857,1121,1978,2,"Private nonprofit, 4-year or above",7,64,0,316681,NA,316681,294885,NA,294885,Football
18944,2016,120254,Occidental College,Los Angeles,CA,90041,6,NCAA Division III with football,849,1094,1943,2,"Private nonprofit, 4-year or above",7,63,0,455505,NA,455505,410870,NA,410870,Football
36377,2017,120254,Occidental College,Los Angeles,CA,90041,6,NCAA Division III with football,834,1108,1942,2,"Private nonprofit, 4-year or above",7,47,0,501751,NA,501751,406452,NA,406452,Football
54006,2018,120254,Occidental College,Los Angeles,CA,90041,6,NCAA Division III with football,796,1097,1893,2,"Private nonprofit, 4-year or above",7,46,0,752107,NA,752107,469493,NA,469493,Football
